"Золотой ключик, или приключения Буратино (илл. Владимирского Л.)","1963"
"Золотой ключик, или приключения Буратино. Иллюстрации Л. Владимирского.","2007"
"Золотой ключик, или приключения Буратино. Повесть-сказка","1993"
"Золотой конь",""
"Золотой осколок солнышка",""
"Золотой топор","1960"
"Золотой шар","1987"
"Золотой шар","1987"
"Золотой шар (Художник К. Сулима)","1987"
"Золоторогий олень",""
"Золотые башмачки","1995"
"Золотые шлемы Оллеберга","1990"
"Золушка","1982"
"Золушка",""
"Золушка",""
"Золушка","1963"
"Золушка (др. пер.)",""
"Золушка (еще др. пер.)",""
"Золушка (киносценарий)",""
"Золушка. Сказка","1960"
"Зоопарк Доктора Дулиттла","1992"
"Зоренька (Сказки)","1980"
"Зубная фея летает на зубной щётке","2016"
"И в субботу субастик вернулся",""
"И не сказка, да и не быль…",""
"И сиянье луны навевает мне сны","2018"
"И снова Пачкуля!","2013"
"И снова Пумукль","2005"
"И снова Хотценплотц","2004"
"И солнце снова в небе","1978"
"Иб и Христиночка",""
"Иван - крестьянский сын и чудо-юдо",""
"Иван - мужицкий сын",""
"Иван – коровий сын",""
"Иван — коровий сын","2007"
"Иван-царевич и серый волк",""
"Иван-царевич и серый волк. Сказки","2017"
"Иван, Кощеев сын","2013"
"Иван, лесорубов сын","2016"
"Иван, лесорубов сын (СИ)",""
"Иванушка-дурачок",""
"Ивашкина помощь","1997"
"Ивовый росток",""
"Ивы зимой","1999"
"Игрушковые души",""
"Из дневника маленькой принцессы (СИ)",""
"Из жизни одной мышки","2013"
"Из моря в море",""
"Из рога всего много",""
"Из рода Хульдры","1990"
"Избранное","1958"
"Изгнанник","2010"
"Изгнанник","1998"
"Изумительный мистер Лис","2013"
"Изумрудное кольцо","1966"
"Изумрудный дождь","1993"
"Изумрудный дождь. Повести-сказки","1993"
"Изюмка и Гном","2013"
"Иисус и Джуфа","1990"
"Иисус превращается в мышь","1990"
"Иллюзия нормальности (СИ)","2016"
"Илья Муромец","1984"
"Индийски приказки","1978"
"Индийские народные сказки","1956"
"Индийские сказки","1955"
"Инеистый великан","2004"
"Инспектор по сказкам","2002"
"Иохим-Лис - детектив с дипломом","1991"
"Иринкины сказки","1965"
"Ирландские сказки",""
"Искатели злоключений. Книга 1",""
"Искатели злоключений. Книга 2",""
"Искатели злоключений. Книга 3",""
"Иссумбоси",""
"Истинная правда",""
"Истинная экономия",""
"Истоки. Сборник сказок по народным куклам","2014"
"Истории из Бедокурии: Сказки","1988"
"Истории из предыстории. Сказки для взрослых","1990"
"Истории из рюкзака",""
"Истории нежного детства","2012"
"Истории про енотиков Еню и Елю. Сказки, которые помогают детям и родителям",""
"Истории Черной Земли","1975"
"История амулета","1994"
"История доктора Дулиттла","1992"
"История истинного простофили по имени Грибуль",""
"История о горбоносом принце и его маленькой собачке",""
"История о последнем на свете драконе",""
"История о четырех маленьких человечках, отправившихся вокруг света",""
"История об одной кормилице",""
"История одной матери",""
"История принцессы розетты","1995"
"История про доброго слона","2010"
"История про тегумайские табу","2013"
"История Туана Маккариля","1995"
"Исчезнувший день","1997"
"Итальянские сказки","1959"
"Итальянские сказки / Fiabe Italiane","2014"
"Йу с морских островов","1990"
"К западу от октября","1988"
"К чему приводит жадность",""
"Кабампо в Стране Оз","2001"
"Кабардинские народные сказки","1977"
"Кабардинские народные сказки [с иллюстрациями]","1977"
"Кабинет фей","2015"
"Каждому свое",""
"Казахские народные сказки","1980"
"Казка пра рыбака і рыбку",""
"Казка пра цара Салтана, пра яго сына славутага асілка князя Гвідона Салтанавіча і пра цудоўную прыгажуню царэўну Лебедзь",""
"Казка про Оха-чародія",""
"Казки","2002"
"Казки","2001"
"Казки","2013"
"Казки","1968"
"Казки дядечка Римуса","2009"
"Казки народів світу","1989"
"Казки Сельви","2015"
"Казкі",""
"Кайтусь-чародей","1992"
"Как А Сань раздобыл угощение к Новому году",""
"Как аист учил лису летать",""
"Как акула старика спасла",""
"Как Бабы-Яги Новый год встречали","1999"
"Как Бабы-Яги сказку спасали","1998"
"Как барин конём стал",""
"Как бедняк избавился от злыдней",""
"Как белый цвет цветом жизни в Корее стал",""
"Как Бельды воевать перестали","1975"
"Как бог, зима и смерть на ночлег просились (Эфиопия)","1990"
"Как Братец Волк попал в беду","2012"
"Как Братец Кролик перехитрил Братца Лиса",""
"Как Бука и Бяка… или Братик для Буки","2016"
"Как был придуман алфавит","2013"
"Как была составлена первая азбука",""
"Как было написано первое письмо","1956"
"Как Василь змея одолел",""
"Как Василь змея одолел","1991"
"Как Веприк, сын Тетери, маманю спасал",""
"Как включали ночь","1969"
"Как волк теленочку мамой был и другие любимые сказки","2016"
"Как два мальчика встретили в Хедальском лесу троллей",""
"Как Дед Мороз на свет появился","2011"
"Как дед насрал в коляску",""
"Как дед ходил в школу",""
"Как Джек ходил счастья искать",""
"Как дочка короля плакала по Луне","1992"
"Как Ёжик и Медвежонок к Тучке ходили","2017"
"Как жена мужа попом поставила",""
"Как жена посылала мужа за бычьим молоком (Эфиопия)","1990"
"Как животные своего нерадивого хозяина проучили",""
"Как Заяц был львом",""
"Как заяц море переплыл",""
"Как звери лису судили",""
"Как звери льву служили (Эфиопия)","1990"
"Как звери ногами менялись","1988"
"Как Знайка придумал воздушный шар",""
"Как Иван чертей перехитрил",""
"Как игла тигра погубила",""
"Как Иринкина шуба без рукавов осталась",""
"Как конь с быком взапуски бегали",""
"Как конь Серафим одержал победу над самим собой","1985"
"Как кот гулял, где ему вздумается","1993"
"Как кот ходил с лисом сапоги покупать",""
"Как краб играл с морем","1993"
"Как ксендзы вылечились",""
"Как кузнец Пааво подковал паровоз","1990"
"Как Кузька домовят помирил","2003"
"Как Кузька с Нафаней Дрёму победили","2001"
"Как Кузька учил цыпленка летать","2005"
"Как Кузька хотел взрослым стать","2003"
"Как леопард получил свои пятна","1993"
"Как леопард стал пятнистым",""
"Как лечили Деда-Мороза","1963"
"Как лечить удава","2000"
"Как лис ежа перехитрил","2011"
"Как лиса жука жарила",""
"Как Лиса и Петух поссорились и помирились","2014"
"Как лукавая вдова на базар ходила (Эфиопия)","1990"
"Как Лунный старец самого доброго зверя искал",""
"Как лягушка зелёной стала","2015"
"Как лягушка небывалой величины выпила всю воду в центральной Австралии и что случилось потом",""
"Как мальчик нашёл друзей","1993"
"Как Маша нянчила воронят",""
"Как Маша помирилась с Катькой",""
"Как Маша поссорилась с подушкой","2012"
"Как медведь и бурундук дружить перестали","1975"
"Как медведь оленеводом был","1975"
"Как медведь трубку нашел. Сказка","1956"
"Как медведя будили",""
"Как Миккель и Бамсе вместе поле возделывали",""
"Как Миккелю захотелось кониной полакомиться",""
"Как Мишка-Плюх пошёл в гости и попал в безвыходное положение","1958"
"Как молодая куропатка из сетей выпуталась (Эфиопия)","1990"
"Как мотылек топнул","1993"
"Как муж дома хозяйничал",""
"Как мужик гусей делил",""
"Как мужик со спесивым паном пообедал",""
"Как мужик царского генерала проучил",""
"Как муравьишка домой спешил","2005"
"Как Муравьишка по докторам разъезжал","2004"
"Как на коже носорога появились складки",""
"Как на свете появились летающие рыбки",""
"Как на спине верблюда появился горб",""
"Как надо любить маму",""
"Как Незнайка катался на газированном автомобиле",""
"Как Огонь Воду замуж взял","2005"
"Как один плут и мужа и жену в дураках оставил (Эфиопия)","1990"
"Как ослик счастье искал","1999"
"Как пастух перехитрил царевну",""
"Как подружились Пузик и Тузик",""
"Как подружились Пузик и Тузик","2007"
"Как поймать разбойника","2001"
"Как поп обманул Тараса однажды, а Тарас его дважды",""
"Как поп работницу нанимал","1973"
"Как поправили неправдата","1981"
"Как появились броненосцы",""
"Как появились мыши и с каких пор перестали убивать стариков",""
"Как появились названия дней недели",""
"Как появился утес Нимбува",""
"Как проучили лисицу",""
"Как птицы огонь добывали",""
"Как Пузик и Тузик раскрыли заговор","2008"
"Как ремесло правит жизнь человека","2009"
"Как родилась песня",""
"Как самовар запрягли","1987"
"Как сарган и краб плавали наперегонки",""
"Как семья помогла человеку устроить свою жизнь","2009"
"Как Сережа на войну ходил","1985"
"Как Сеул стал столицей",""
"Как сиромахът дал да му пазят парите","1981"
"Как слониха упала с неба","2011"
"Как собака и волк на свадьбе у людей побывали",""
"Как солдат гречиху косил","1959"
"Как сороконожку за лекарем посылали",""
"Как состязались два волшебника",""
"Как старец с горы Юньти помог людям",""
"Как старик еды себе добыл",""
"Как стать героем","2015"
"Как стать настоящим львом","2010"
"Как стать смелым","2018"
"Как три молодца счастье искали",""
"Как тролли на свой лад Рождество справляли","2004"
"Как у австралийцев появился бумеранг",""
"Как у кенгуру появилась на животе сумка",""
"Как Хо Дон на княжеской дочке женился",""
"Как Хома звезды спасал","1995"
"Как хороша!",""
"Как цыпленок голос искал","1995"
"Как человек одолел волка",""
"Как черт едва не оженил сорок монахов",""
"Как черти старика вылечили",""
"Как Эро ослов считал",""
"Какие бывают ошибки","1987"
"Какое счастье",""
"Калевала","1967"
"Калитка счастья, или Спасайся кто может","2012"
"Калиф-аист","2007"
"Калиф-аист. Кот в сапогах","2014"
"Калоша Волшебника, или Занимательное пособие по правилам поведения","2011"
"Калоши счастья (пер. Ганзен, илл. Педерсен)",""
"Каменное сердце","2012"
"Каменное сердце",""
"Каменный Мигель",""
"Канёк-гарбунок",""
"Каникулы в стране сказок","1992"
"Каникулы Уморушки","2005"
"Канины истории","2017"
"Капелька лета","2015"
"Капитан Коко и Зеленое Стеклышко. Повесть-сказка","1968"
"Капитан Крокус (все иллюстрации)","1967"
"Капитан Несалага из страны Оз","2001"
"Капля воды",""
"Капризка","1979"
"Капризка – вождь ничевоков","1970"
"Капризная кошка","2000"
"Каравай",""
"Караван",""
"Караван чудес (Узбенские народные сказки)","1984"
"Карамельное дерево","2016"
"Карандаш и Самоделкин в Египте",""
"Карандаш и Самоделкин в стране людоедов",""
"Карандаш и Самоделкин в стране пирамид [Карандаш и Самоделкин в стране фараонов]","2004"
"Карандаш и Самоделкин на северном полюсе",""
"Карбонель","1995"
"Карбонель","1995"
"Карельские сказки","1983"
"Кариус и Бактериус","1993"
"Карлик Hoc",""
"Карлик Нос","2008"
"Карлік Нос",""
"Карлссон, который живет на крыше (Пер. Л. Брауде и Н. Белякова)",""
"Кароліна і дорослі","1983"
"Картонное сердце","1981"
"Картонное сердце (с иллюстрациями В. Пивоварова)","1981"
"Каспер и пять умных кошек","2010"
"Катя в Игрушечном городе","1973"
"Катя и чудеса","1963"
"Кацёл з каменьчыкамі",""
"Качал-батыр","1970"
"Каша из топора","2012"
"Каша из топора","2012"
"Каша из топора",""
"Келе","1964"
"Кенни и дракон","2011"
"Кикимора и другие (Сказки-притчи)","2008"
"Кикиморские сказки","2006"
"Киндерландия. Башня искристого снега",""
"Киндерландия. Первое путешествие",""
"Кип, заколдованный кот",""
"Кирило Кожумяка","1990"
"Кислотный дождь в Простоквашино",""
"Кит плывет на север","2015"
"Китайские народные сказки","1987"
"Киты Ивановой ночи",""
"Киянка Красуня Подолянка","1998"
"Клинок Уреньги","1968"
"Ключ разумения",""
"Книга джунглей","1996"
"Книга Джунглей (сборник)",""
"Книга зверей","1993"
"Книга потерянных вещей","2011"
"Книга сказок В. Сутеева","2016"
"Книга Стихов, г.Омск 2012",""
"Книга тысячи и одной ночи. Том 2. Ночи 39-145","1959"
"Книга тысячи и одной ночи. Том 4. Ночи 270-434","1959"
"Книга тысячи и одной ночи. Том 5. Ночи 434-606.","1959"
"Книга тысячи и одной ночи. Том 7. Ночи 756-894.","1959"
"Книги про девочек и их секреты (сборник)","2017"
"Книжные приключения","2007"
"Княжна Анастасия",""
"Князь тёмного леса и княжна-златовласка",""
"Ковалі щастя, або новорічний детектив",""
"Коврик, или Сказка о том, как важно быть нужным","2009"
"Когда земля становится золотом",""
"Коза",""
"Коза-дереза",""
"Коза-дереза (др. вар.)",""
"Козак Мамарига","1974"
"Козел и баран",""
"Козлятки и волк",""
"Козлятки и волк",""
"Кокорикок","1983"
"Кола-Рыба",""
"Колдовской сапфир","1994"
"Колдунья",""
"Колдунья и принцесса",""
"Колесо Перепёлкина","2005"
"Коли ще звірі говорили",""
"Колобок",""
"Колобок идет по следу. Книга 2","1992"
"Колобок идет по следу. Книга первая","1992"
"Колобок идет по следу. Сказка","2000"
"Колокол",""
"Колокол Джозефа","1998"
"Колокол из дворца Дракона",""
"Колокола улетают в Рим",""
"Колокольный омут",""
"Колокольчик Простотак","1977"
"Колокольчик Простотак","1977"
"Колокольчиковый колодец","2016"
"Колосок",""
"Колосок","1954"
"Колпак «чуткие уши»",""
"Кольцо Белого Волка","2010"
"Кольцо заветное","1989"
"Командир Штепсель","2018"
"Комар и конь",""
"Комар оводу не товарищ",""
"Комеto en Muminvalo",""
"Комета прилетает","2003"
"Коми народные сказки","1975"
"Кондитерские истории","2014"
"Конец Желтого Дива","1976"
"Конец оловянного генерала","1991"
"Конец!","2007"
"Конкурс красоты",""
"Конрад, или ребёнок из консервной банки","1988"
"Конь и его мальчик (с иллюстрациями)","1991"
"Конь рыцаря Рабогани",""
"Корабль-призрак",""
"Коралайн (пер. Лагиф и Sibilla)",""
"КОРЕ САРЫГ НА БУЛАНОМ КОНЕ","1974"
"Корейские сказки",""
"Корина — ленивая чародейка","2000"
"Корина и волшебный единорог","2000"
"Корина и людоед","2000"
"Кормилец","1962"
"Корнюшон и Рылейка в подземном мире","2009"
"Корнюшон и Рылейка. Под парусами","2009"
"Королева виноградной долины","2011"
"Королева Зубная Щетка","2000"
"Королева Зубная Щетка","1954"
"Королева Квакуша","1991"
"Королева Лебедь. Литовские народные сказки","1987"
"Королева роз",""
"Королевичи - смоляные руки","1985"
"Королевская книга Страны Оз","2001"
"Королевская невеста. Сказка, основанная на действительном событии","1972"
"Королевские зайцы","1993"
"Королевские зайцы",""
"Королевские Кролики Лондона","2019"
"Королевство Восемью Восемь",""
"Королевство кривых зеркал","2005"
"Королевство кривых зеркал (с иллюстрациями)","1993"
"Королевство кривых зеркал 1951г.(худ. В. Дубинский)","1951"
"Королевство кривых зеркал. Повести-сказки","1990"
"Королевство кривых зеркал. Повесть-сказка","1956"
"Королевство кривых зеркал. Трое на острове","1990"
"Королевство Семи озёр","2010"
"Королевство цветов","2005"
"Королевство черных воронов (сборник)","2015"
"Король воров","2004"
"Король жил в подвале",""
"Король жил в подвале и другие сказочные истории","2014"
"Король и воришки","1992"
"Король Людушка","2001"
"Король Людушка (иллюстр. М. Мисуно)","2001"
"Король Матіуш Перший","2010"
"Король с горы Экеберг","1990"
"Король с лошадиными ушами",""
"Король с раскрашенной картинки",""
"Король Уго Второй, победитель драконов",""
"Король-лягушонок или Железный Генрих английский и русский параллельные тексты",""
"Король-Рысь","2014"
"Король, который вернулся",""
"Корочка",""
"Косарю Косарево…",""
"Космическая сказка.",""
"Кот в сапогах",""
"Кот в сапогах (др. пер.)",""
"Кот в Сапогах и Людоед","1997"
"Кот в сапогах ищет клад","1998"
"Кот и лиса","1996"
"Кот и лиса","2012"
"Кот и мышь",""
"Кот и тигр",""
"Кот из булочной","1994"
"Кот, который гулял где хотел",""
"Кот, который умел говорить.",""
"Кот, который хотел научиться летать",""
"Кот, Петух и Лиса",""
"Котам, с ключом в зубах, не доверяйте",""
"Котенок и стеклышко",""
"Котёнок по имени Гав","2004"
"Котенок, который забыл, как надо просить есть","1996"
"Котигрошко","1985"
"Котик - золотой лобик",""
"Котир, или Война с дикой кошкой","1997"
"Коты, призраки и одна бабушка (сборник)","2015"
"Кочеток и курочка",""
"Кочеток и курочка","2012"
"Кошачий король",""
"Кошелечек",""
"Кошка и ветер",""
"Кошка-охотница",""
"Кошка, гулявшая сама по себе","1956"
"Кошки",""
"Кошкин мир (сборник)","2013"
"Кошкин мир (сборник)","2013"
"Крабат: Легенды старой мельницы","1993"
"Краденым сыт не будешь",""
"Кража в караван-сарае",""
"Країна дурнів: Казки про дурнів. Небилиці","2001"
"Країна Мумі-тролів. Книга друга","2005"
"Країна Мумі-тролів. Книга перша","2004"
"Країна Мумі-тролів. Книга третя","2005"
"Красавица и чудовище",""
"Красавица и чудовище. Золушка. Спящая красавица. Рапунцель. Волшебная лампа Аладдина / The Beauty and the Beast. Cinderella. The Sleeping Beauty. Rapunzel. The Story of Aladdin and the Wonderful Lamp","2014"
"Красавицата от далечната страна Нигозет","1981"
"Красивая невеста",""
"Красная ворона",""
"Красная звездочка — храброе сердце","1962"
"Красная книга сказок кота Мурлыки","1992"
"Красная лилия",""
"Красная Шапочка","1986"
"Красная Шапочка (др. пер.)",""
"Красная Шапочка на Манхэттене","2009"
"Красные башмаки",""
"Красные волки",""
"Красный молот","1991"
"Красный молоток","1991"
"Красотеющая красота",""
"Красотка пиявка","2012"
"Кремешки","1964"
"Крепостной лекарь",""
"Крестьянин и молодые сеньоры",""
"Крестьянин и три советника короля",""
"Крестьянин и Тэнгу",""
"Крестьянин и Ходжа",""
"Крестьянин, граф и колокол",""
"Криволапыч",""
"Кривуля","2013"
"Кровавые слезы богатыря",""
"Крокодил Гена и его друзья. Повесть","1966"
"Крокозябры",""
"Кролик Питер и его друзья","2010"
"Кролики и удавы","1992"
"Крольчонок Люси, или Волшебная встреча","2015"
"Крольчонок Миа, или Ключи зимы","2018"
"Крот в городе","1987"
"Крот и зеленая звезда","1994"
"Крот на седьмом небе","1994"
"Крот Филипп и мышка По","2015"
"Крошка енот","1989"
"Крошка Енот и тот, кто сидит в пруду","1991"
"Крошка Нильс Карлсон","1989"
"Крошка фея и другие британские сказки","2017"
"Кружевные сказки","1983"
"Кружево","1983"
"Крылатые кошки","2014"
"Крылатые кошки возвращаются","2015"
"Крылья мужества","1991"
"Кто главный в огороде?","2008"
"Кто живёт на чердаке? Сказки про домовых","2016"
"Кто завивает облака?","1985"
"Кто зимы не видал","1965"
"Кто мелет муку",""
"Кто нас будит","1958"
"Кто не работает, тот не ест",""
"Кто поставил шрам Гарри Поттеру?",""
"Кто сильнее",""
"Кто сильней","1936"
"Кто сказал «мяу»?","1987"
"Кто сказал «Мяу»? (рис. Сутеева, изд.1)",""
"Кто сказал «мяу»? (рис. Сутеева, изд.2)",""
"Кто хитрее",""
"Кто чем поет?","1983"
"КУБАНСКИЕ СКАЗЫ","1961"
"Кубула и Куба Кубикула","1984"
"Кубула и Куба Кубикула. Повесть-сказка","1965"
"Кувшинный человечек",""
"Куда возвращаются сказки",""
"Куда скачет петушиная лошадь",""
"Кузька в лесу","2007"
"Кузька в новом доме","2007"
"Кузьма и лис",""
"Кукла",""
"Кукольная комедия","1997"
"Кукольный домик","2014"
"Кукольный кораблик","2015"
"Кукушкино богатство","1975"
"Курдские народные сказки","1972"
"Курдские сказки",""
"Куриное войско",""
"Куриный художник",""
"Курочка ряба",""
"Курочка Ряба (СИ)",""
"Курочка-рябка",""
"Кусочек зимы","2011"
"Кьодино в цирке","1968"
"Кэндзо-победитель",""
"Лабиринты Волшебного мира. Том 1. Возвращение Арахны","2015"
"Лабиринты Волшебного мира. Том 3. Лох-несская красавица","2015"
"Лагодны цмок. Ангельскiя лiтаратурныя казкi",""
"Лак и Пак",""
"Лапту и Джапту",""
"Ласточки и тыква-горлянка",""
"Латышские народные сказки","1957"
"Латышские народные сказки. Избранное.","1969"
"Лебеди","1995"
"Лев, колдунья и платяной шкаф","1978"
"Лев, колдунья и платяной шкаф (с иллюстрациями)","1991"
"Левша (сборник)","2008"
"Легат Пелагий",""
"Легенда за Урашима","1974"
"Легенда о бобре",""
"Легенда о завещании мавра","1963"
"Легенда о колоколе Эмиллэ",""
"Легенда о Летучем голландце","1995"
"Легенда о Льюке","2005"
"Легенда о Тан Гуне",""
"Легенды и сказы лесной стороны","1981"
"Легенды ночных стражей: Похищение","2010"
"Легенды ночных стражей: Путешествие","2010"
"Легенды ночных стражей: Спасение","2010"
"Легенды ночных стражей 2: Вторжение","2010"
"Легенды ночных стражей 2: Осада.","2010"
"Легенды ночных стражей 2: Сокрушение.","2010"
"Легенды ночных стражей 4: Быть королем","2010"
"Легенды ночных стражей 4: Воспитание принца","2010"
"Легенды ночных стражей 5: Обман.","2011"
"Легенды ночных стражей 5: Река ветра","2011"
"Леди Дейзи","2011"
"Ледяные слёзы Луны","2019"
"Лейла, Кайла, Кейла и Келайла [СИ]","2018"
"Лён",""
"Лена Пустякова в странном городе",""
"Ленивая красавица и ее тетушки",""
"Ленивый Вареник","2012"
"Ленивый вареник","2012"
"Ленивый мастер",""
"Лепешки для демона",""
"Лес секретов","2003"
"Лесная сказка","1962"
"Лесная сказка",""
"Лесная сказка",""
"Лесная фея, или Новые приключения кикиморы Светки Пипеткиной","2015"
"Лесной холм","2008"
"Лесные сказки","2015"
"Лесные сказки. Небо на двоих","2007"
"Лесорубы и фея",""
"Летающая кошка. Сказка для детей и взрослых",""
"Летающая тетушка","2007"
"ЛЕТАЮЩЕЕ СЧАСТЬЕ",""
"Летающие охотники",""
"Летающий ботинок",""
"Летающий на стрекозе","1980"
"Летело окно, распустился тюльпан",""
"Летняя сказка",""
"Лето разноцветно-косолапое","2013"
"Летучая мышка Батти",""
"Летучий корабль","1989"
"Летучий корабль (сборник)","2017"
"Летучий корабль. Сказки","2017"
"ЛЕТЮЧЕ ДЕРЕВО","1985"
"Летящие к северу. Путешествие вверх","1973"
"Летящие сказки","1978"
"Лечитесь у доктора Зирр-Зурра!","1985"
"Ливергиния","2015"
"Лиза в лесу",""
"Лимонная дружина",""
"Лингвистические сказочки",""
"Линь большой и Линь маленький","1973"
"Лис","2003"
"Лиса и волк","1973"
"Лиса и волк","2012"
"Лиса и гуси",""
"Лиса и гуси",""
"Лиса и дрозд","2012"
"Лиса и журавль","2012"
"Лиса и журавль",""
"Лиса и заяц","2012"
"Лиса и козёл","2012"
"Лиса и козел",""
"Лиса и кувшин","2012"
"Лиса и кувшин",""
"Лиса и лапоть",""
"Лиса и медведь","1988"
"Лиса и медведь",""
"Лиса и пеликан",""
"Лиса и тетерев","2012"
"Лиса и тетерев",""
"Лиса и тетерев","1990"
"Лиса-брадобрей с горного перевала",""
"Лиса-нянька",""
"Лиса, цветы и красота",""
"Лисенок Вук","1975"
"Лисицын суд",""
"Лисичка со скалочкой","2012"
"Лисичка Тыковка, или Лунный камень","2016"
"Лисичка-сестричка і Вовк-панібрат","1990"
"Лист кисти Ниггля","2000"
"Лист работы Мелкина","1991"
"Лист работы Ниггля","2004"
"Лисьи сани",""
"Лисья смекалка","1965"
"Личный Мир",""
"Ліпачка",""
"Ловец",""
"Ловушка для звёзд","2008"
"Ловушка для Кощея","2000"
"Лодка с белым оленем, лодка с черным оленем",""
"Ложкаревка-Интернейшнл и ее обитатели",""
"Лопарские злыдни",""
"Лопоухий Илюк","1986"
"Лопоухий Илюк. Повесть-сказка","1986"
"Лоскутушка из Страны Оз","2005"
"Лось и бычок",""
"Лотса Тугой Кошель","2005"
"Лохматая незнакомка",""
"Лошади летают полторы минуты","2008"
"Лошият пор","1974"
"Лука и огонь жизни","2013"
"Лука і вогонь життя","2012"
"Лунатика",""
"Лунная музыка","2012"
"Лунный витязь Крэлл",""
"Лунный человек",""
"Лунный человек",""
"Лунный человек",""
"Лучшие английские сказки / Best english fairy tales","2016"
"Лучшие сказки мира",""
"Лучшие сказки русских писателей","2015"
"Лъв и заек","1981"
"Любимые русские сказки: Волк и семеро маленьких козлят. Курочка Ряба. Три медведя","2015"
"Любимые сказки малышей","2018"
"Любовь юноши Пэкуна и девушки Чжэху",""
"Люди и разбойники из Кардамона","1987"
"Люди и разбойники из Кардамона (с иллюстрациями)","1987"
"Люди на деревьях","2004"
"Людо и его звездный конь",""
"Лягушачий замок",""
"Лягушка из Киото и лягушка из Осака",""
"Лягушка-путешественница. Сказка","1972"
"Лягушка-Царевна",""
"Лягушка. Летняя сказка","2012"
"Лягушки, захотевшие иметь правителя",""
"Магическая игра","2007"
"Магия Наяд",""
"Магнус-Супермыш","2010"
"Майской ночью","2007"
"Майянагари",""
"Максим в стране приключений",""
"Максим в стране приключений (журнальный вариант)","1961"
"Максим в стране приключений (Художник Р.Н. Бардина)","1963"
"Малахитовая шкатулка","2003"
"Малахитовая шкатулка (сборник)","2003"
"Малахитовая шкатулка.Уральские сказы","2018"
"Малёк",""
"Маленькi прынц","1989"
"Маленькая Баба Яга","2003"
"Маленькая Баба-Яга (с иллюстрациями)","1973"
"Маленькая Ведьма","2012"
"Маленькая ведьма и её волшебная книжка",""
"Маленькая вила",""
"Маленькая принцесса","2008"
"Маленькая принцесса","2002"
"Маленькая фея","2016"
"Маленькая фея и Загадка Песочных Часов","2010"
"Маленькая Эльга","1988"
"Маленькие волшебники (СИ)",""
"Маленькие сказки","1964"
"Маленькие странники, или Почти сказочная история",""
"Маленькие тролли и большое наводнение","2002"
"Маленькие тролли или большое наводнение","2002"
"Маленькие тролли или большое наводнение (пер. Л.Брауде)","1999"
"Маленькие человечки",""
"Маленькие человечки","2017"
"Маленький Асмодей","2011"
"Маленький богатырь","2017"
"Маленький водяной","1994"
"Маленький гном Вася","1999"
"Маленький дракон","2000"
"Маленький Мук","1973"
"Маленький Мук (др. пер.)",""
"Маленький Мук. Сказки","1978"
"Маленький охотник","1955"
"Маленький принц","2015"
"Маленький принц - английский и русский параллельные тексты",""
"Маленький Тук","2007"
"Маленькое привидение","1994"
"Маленькое привидение","1994"
"Маленькое привидение (с иллюстрациями)","2000"
"Маленькое привидение из дверного замка","2020"
"Малий Мук (Збірник)","2011"
"Малиновые горы","1962"
"Маловато будет-2, или Волшебные небеса","2000"
"Малыш и река","2007"
"Малыш Марии",""
"Малыш Стрела — Победитель Океанов. Сказки","1976"
"Малыш Таро","1979"
"Малышка-крутышка","2019"
"Мальчик Бебеле",""
"Мальчик девочку искал","1989"
"Мальчик и его черный Дракон",""
"Мальчик из сиреневой страны",""
"Мальчик Красный Колпачок в стране фей",""
"Мальчик Одуванчик и три ключика",""
"Мальчик Пого","2012"
"Мальчик с девятью подсвечниками",""
"Мальчик с пальчик",""
"Мальчик с пальчик. Сказка","1978"
"Мальчик с рожками","1978"
"Мальчик Чокчо","1975"
"Мальчик Чокчо (сборник)","1950"
"Мальчик-Одуванчик и три ключика","1969"
"Мальчик-с-пальчик",""
"Мальчик, который рисовал кошек",""
"Мальчик, победивший Джалмауз (сборник)","2016"
"Мальчик, щенок, котенок и лягушонок",""
"Мамины сказки",""
"Мамины сказки. Книга первая","2016"
"Мамонтенок из прошлого","2013"
"Мамонтенок Фуф. Повесть-сказка","1978"
"Мар. Червивое сердце","2019"
"Мара-золушка",""
"Мара, или Война с горностаем","1997"
"Мареша, морское чудище",""
"Марічка і Червоний Король. Подорож туди, де сніг","2016"
"Маркел-Самодел","2012"
"Марков камень. Уральские сказы","2019"
"Марсиане в холодильнике","1970"
"Мартин Воитель","1998"
"Мартов хлеб","2009"
"Марци, честный вор",""
"Марья Моревна","2012"
"Марья Моревна",""
"Мастер Озорник","1984"
"Мастер Птица. Сказки","1965"
"Мастер Триоль","1969"
"Мастер Эдер и Пумукль","2005"
"Материнская скала",""
"Маугли","1996"
"Маугли - английский и русский параллельные тексты",""
"Маугли (Художник В. Ватагин)","1958"
"Маугли / Mowgli","2014"
"Мауглі","2009"
"Маўглі","1981"
"Мафин и его веселые друзья","1969"
"Маша и медведь","1988"
"Маша и медведь. Снегурочка","2009"
"Маяк на Омаровых рифах","2009"
"Медведь",""
"Медведь и соловей",""
"Медведь и соловей (ЛП)",""
"Медведь-камень",""
"Медвежачье царство","1926"
"Медвежий дом","1974"
"Медвежонок Винни-Пу","1939"
"Медвежонок Паддингтон в зоопарке","2014"
"Медвежонок Паддингтон здесь и сейчас","2010"
"Медвежонок Паддингтон и мармеладный лабиринт","2014"
"Медвежонок Паддингтон и нескучный день","2014"
"Медвежонок Паддингтон на высоте","2016"
"Медвежонок Паддингтон на ярмарке","2014"
