area,title,link,employer_name,employer_link,employer_img,respond_link,salary
Новосибирск,Торговый представитель,https://nn.hh.ru/vacancy/73723604,MacCoffee,https://nn.hh.ru/employer/4475,https://img.hhcdn.ru/employer-logo/3714732.jpeg,https://nn.hh.ru/applicant/vacancy_response?vacancyId=73723604&hhtmFrom=vacancy_search_list,
Новосибирск,Менеджер проекта (супервайзер),https://nn.hh.ru/vacancy/74408927,ООО Газпром бурение,https://nn.hh.ru/employer/39209,https://img.hhcdn.ru/employer-logo/1632671.jpeg,https://nn.hh.ru/applicant/vacancy_response?vacancyId=74408927&hhtmFrom=vacancy_search_list,от 140 000 руб.
Новосибирск,Продавец на выкладку товара,https://nn.hh.ru/vacancy/71013586,"ЛАМА, Группа компаний",https://nn.hh.ru/employer/1788334,,https://nn.hh.ru/applicant/vacancy_response?vacancyId=71013586&hhtmFrom=vacancy_search_list,800 – 1 600 руб.
Новосибирск,Настройщик радиоаппаратуры и приборов,https://nn.hh.ru/vacancy/73221353,ООО Конструкторское бюро Луггар,https://nn.hh.ru/employer/4272427,,https://nn.hh.ru/applicant/vacancy_response?vacancyId=73221353&hhtmFrom=vacancy_search_list,от 60 000 руб.
Новосибирск,Мастер по наращиванию ресниц,https://nn.hh.ru/vacancy/73545395,Laser Studio Dreams,https://nn.hh.ru/employer/5988285,,https://nn.hh.ru/applicant/vacancy_response?vacancyId=73545395&hhtmFrom=vacancy_search_list,от 40 000 руб.
Новосибирск,Сотрудник VR-зоны,https://nn.hh.ru/vacancy/73854938,ИНФОМЕДИА,https://nn.hh.ru/employer/5179502,,https://nn.hh.ru/applicant/vacancy_response?vacancyId=73854938&hhtmFrom=vacancy_search_list,22 000 – 24 000 руб.
Новосибирск,Менеджер маркетплейсов,https://nn.hh.ru/vacancy/74166649,LEGAT CONSULT,https://nn.hh.ru/employer/197120,https://img.hhcdn.ru/employer-logo/3898876.jpeg,https://nn.hh.ru/applicant/vacancy_response?vacancyId=74166649&hhtmFrom=vacancy_search_list,
Новосибирск,Медицинская сестра/медицинский брат (начинающий косметолог),https://nn.hh.ru/vacancy/73987872,ООО НОВОЛАЗЕР,https://nn.hh.ru/employer/1981234,,https://nn.hh.ru/applicant/vacancy_response?vacancyId=73987872&hhtmFrom=vacancy_search_list,35 000 – 70 000 руб.
Новосибирск,Инженер-проектировщик/помощник инженера,https://nn.hh.ru/vacancy/72839107,ООО ИНЖЕНЕРНЫЕ СЕТИ,https://nn.hh.ru/employer/1049049,,https://nn.hh.ru/applicant/vacancy_response?vacancyId=72839107&hhtmFrom=vacancy_search_list,
Новосибирск,Data Scientist,https://nn.hh.ru/vacancy/73226688,ООО Софт Инжиниринг,https://nn.hh.ru/employer/5110107,https://img.hhcdn.ru/employer-logo/3962468.jpeg,https://nn.hh.ru/applicant/vacancy_response?vacancyId=73226688&hhtmFrom=vacancy_search_list,
Новосибирск,Специалист (пограничный контроль),https://nn.hh.ru/vacancy/74083621,Отряд пограничного контроля в международном аэропорту Шереметьево в Терминале E,https://nn.hh.ru/employer/4523871,,https://nn.hh.ru/applicant/vacancy_response?vacancyId=74083621&hhtmFrom=vacancy_search_list,39 000 – 55 000 руб.
Новосибирск,"Упаковщик товаров, подработка",https://nn.hh.ru/vacancy/75026911,ИП Юринов Данил Александрович,https://nn.hh.ru/employer/9449311,,https://nn.hh.ru/applicant/vacancy_response?vacancyId=75026911&hhtmFrom=vacancy_search_list,до 58 000 руб.
Новосибирск,Гид - переводчик / стажер,https://nn.hh.ru/vacancy/74135260,ООО Продвижение,https://nn.hh.ru/employer/786293,,https://nn.hh.ru/applicant/vacancy_response?vacancyId=74135260&hhtmFrom=vacancy_search_list,600 – 700 USD
Новосибирск,Менеджер по продажам строительных материалов,https://nn.hh.ru/vacancy/73429004,Строительный гипермаркет Партнер,https://nn.hh.ru/employer/3510510,,https://nn.hh.ru/applicant/vacancy_response?vacancyId=73429004&hhtmFrom=vacancy_search_list,60 000 – 100 000 руб.
Новосибирск,Полицейский (боец),https://nn.hh.ru/vacancy/73975814,ОМОН Сибирь Управления Росгвардии по Новосибирской области,https://nn.hh.ru/employer/9050108,,https://nn.hh.ru/applicant/vacancy_response?vacancyId=73975814&hhtmFrom=vacancy_search_list,от 45 000 руб.
Новосибирск,Диспетчер по пропускам,https://nn.hh.ru/vacancy/74315343,ООО ЭСК Энергомост,https://nn.hh.ru/employer/51207,,https://nn.hh.ru/applicant/vacancy_response?vacancyId=74315343&hhtmFrom=vacancy_search_list,95 000 – 110 000 руб.
Новосибирск,Контролер качества на производство,https://nn.hh.ru/vacancy/74330217,ООО Веллдан,https://nn.hh.ru/employer/1943836,https://img.hhcdn.ru/employer-logo/3655052.png,https://nn.hh.ru/applicant/vacancy_response?vacancyId=74330217&hhtmFrom=vacancy_search_list,от 45 000 руб.
Новосибирск,Сотрудник Ozon,https://nn.hh.ru/vacancy/71210171,ИП Журавлева Елена Александровна,https://nn.hh.ru/employer/9260874,,https://nn.hh.ru/applicant/vacancy_response?vacancyId=71210171&hhtmFrom=vacancy_search_list,50 000 – 70 000 руб.
Новосибирск,Набивщица / набивщик подушек,https://nn.hh.ru/vacancy/71750525,ООО Король диванов,https://nn.hh.ru/employer/2352007,,https://nn.hh.ru/applicant/vacancy_response?vacancyId=71750525&hhtmFrom=vacancy_search_list,от 39 600 руб.
Новосибирск,Кладовщик,https://nn.hh.ru/vacancy/74829215,Ride,https://nn.hh.ru/employer/4676936,,https://nn.hh.ru/applicant/vacancy_response?vacancyId=74829215&hhtmFrom=vacancy_search_list,45 000 – 45 000 руб.
Новосибирск,Модель для съёмок,https://nn.hh.ru/vacancy/74145562,Фотостудия 3БЛОК,https://nn.hh.ru/employer/4187598,,https://nn.hh.ru/applicant/vacancy_response?vacancyId=74145562&hhtmFrom=vacancy_search_list,до 4 000 руб.
