area,title,link,employer_name,employer_link,employer_img,respond_link,salary
Санкт-Петербург,Водитель-курьер,https://nn.hh.ru/vacancy/69339944,ИП Сапожников Павел Андреевич,https://nn.hh.ru/employer/6110720,https://img.hhcdn.ru/employer-logo/4245989.jpeg,https://nn.hh.ru/applicant/vacancy_response?vacancyId=69339944&hhtmFrom=vacancy_search_list,120 000 – 138 000 руб.
Санкт-Петербург,Водитель такси на автомобиле компании,https://nn.hh.ru/vacancy/66811294,ООО АРТП,https://nn.hh.ru/employer/4736363,https://img.hhcdn.ru/employer-logo/3448474.jpeg,https://nn.hh.ru/applicant/vacancy_response?vacancyId=66811294&hhtmFrom=vacancy_search_list,от 90 000 руб.
Санкт-Петербург,Водитель-курьер,https://nn.hh.ru/vacancy/75169942,ТОКИО-CITY,https://nn.hh.ru/employer/924205,https://img.hhcdn.ru/employer-logo/3569496.png,https://nn.hh.ru/applicant/vacancy_response?vacancyId=75169942&hhtmFrom=vacancy_search_list,до 130 000 руб.
Санкт-Петербург,Курьер по доставке легких заказов (Подработка),https://nn.hh.ru/vacancy/75065668,Я.Курьер (ИП Парфенова Дарья Олеговна),https://nn.hh.ru/employer/5098942,https://img.hhcdn.ru/employer-logo/4133297.png,https://nn.hh.ru/applicant/vacancy_response?vacancyId=75065668&hhtmFrom=vacancy_search_list,75 000 – 139 000 руб.
Санкт-Петербург,Водитель-курьер на личном автомобиле(вечернее время),https://nn.hh.ru/vacancy/69484063,СберМаркет,https://nn.hh.ru/employer/1272486,https://img.hhcdn.ru/employer-logo/3899104.png,https://nn.hh.ru/applicant/vacancy_response?vacancyId=69484063&hhtmFrom=vacancy_search_list,до 180 000 руб.
Санкт-Петербург,Курьер Срочно (Подработка - оплата ежедневно),https://nn.hh.ru/vacancy/74569824,Курьерская служба,https://nn.hh.ru/employer/9159577,https://img.hhcdn.ru/employer-logo/5715245.png,https://nn.hh.ru/applicant/vacancy_response?vacancyId=74569824&hhtmFrom=vacancy_search_list,68 200 – 128 700 руб.
Санкт-Петербург,Водитель Яндекс такси на GEELY COOLRAY (тариф комфорт),https://nn.hh.ru/vacancy/74810304,ИП Складчиков Андрей Михайлович,https://nn.hh.ru/employer/9431264,https://img.hhcdn.ru/employer-logo/5773477.png,https://nn.hh.ru/applicant/vacancy_response?vacancyId=74810304&hhtmFrom=vacancy_search_list,84 000 – 126 000 руб.
Санкт-Петербург,Клиентский менеджер Сбербанк Премьер,https://nn.hh.ru/vacancy/71243206,Сбер для экспертов,https://nn.hh.ru/employer/3529,https://img.hhcdn.ru/employer-logo/5756157.png,https://nn.hh.ruhttps://hh.ru/vacancy/69215741,от 89 500 руб.
Санкт-Петербург,Курьер вечерний в Петербурге (подработка),https://nn.hh.ru/vacancy/74791405,ООО Курьерист,https://nn.hh.ru/employer/1421738,https://img.hhcdn.ru/employer-logo/3598580.png,https://nn.hh.ru/applicant/vacancy_response?vacancyId=74791405&hhtmFrom=vacancy_search_list,50 000 – 150 000 руб.
Санкт-Петербург,Водитель Яндекс Такси на парковые (Kia K5/Toyota Camry/WV Polo/Hyundai Solaris/Kio Rio/Geely),https://nn.hh.ru/vacancy/74952120,GDel,https://nn.hh.ru/employer/4855687,https://img.hhcdn.ru/employer-logo/3654064.png,https://nn.hh.ru/applicant/vacancy_response?vacancyId=74952120&hhtmFrom=vacancy_search_list,86 000 – 142 000 руб.
Санкт-Петербург,"Водитель на автомобили Комфорт, Комфорт Плюс",https://nn.hh.ru/vacancy/75165371,GDel,https://nn.hh.ru/employer/4855687,https://img.hhcdn.ru/employer-logo/3654064.png,https://nn.hh.ru/applicant/vacancy_response?vacancyId=75165371&hhtmFrom=vacancy_search_list,86 000 – 142 000 руб.
Санкт-Петербург,Специалист по доставке заказов,https://nn.hh.ru/vacancy/74334159,СберМаркет,https://nn.hh.ru/employer/1272486,https://img.hhcdn.ru/employer-logo/3899104.png,https://nn.hh.ru/applicant/vacancy_response?vacancyId=74334159&hhtmFrom=vacancy_search_list,до 180 000 руб.
Санкт-Петербург,Сборщик заказов,https://nn.hh.ru/vacancy/74950248,"Перекресток, супермаркет",https://nn.hh.ru/employer/5357118,https://img.hhcdn.ru/employer-logo/3853036.jpeg,https://nn.hh.ruhttps://hh.ru/article/28361?utm_source=hh_lead_gen&utm_medium=VHR&utm_campaign=perekrestok_sborshik_premium_desktopmobile,
Санкт-Петербург,Водитель-курьер,https://nn.hh.ru/vacancy/72586659,ИП Крупкин Кирилл Владимирович,https://nn.hh.ru/employer/9148868,,https://nn.hh.ru/applicant/vacancy_response?vacancyId=72586659&hhtmFrom=vacancy_search_list,125 000 – 138 000 руб.
Санкт-Петербург,Курьер Срочно (ежедневная оплата),https://nn.hh.ru/vacancy/74822915,Курьерская служба,https://nn.hh.ru/employer/9159577,https://img.hhcdn.ru/employer-logo/5715245.png,https://nn.hh.ru/applicant/vacancy_response?vacancyId=74822915&hhtmFrom=vacancy_search_list,68 230 – 128 750 руб.
Санкт-Петербург,КУРЬЕР СРОЧНО (подработка - оплата ежедневно),https://nn.hh.ru/vacancy/72859544,Центр найма курьеров,https://nn.hh.ru/employer/4726298,https://img.hhcdn.ru/employer-logo/5647789.png,https://nn.hh.ru/applicant/vacancy_response?vacancyId=72859544&hhtmFrom=vacancy_search_list,50 300 – 104 200 руб.
